Timestamp,Power (mW),Bus Voltage (V),Load Voltage (V),Current (mA)
22:47:43.698,0.00,5.00,5.00,-0.20
22:47:43.701,0.00,4.99,4.99,-0.10
22:47:43.704,0.00,4.99,4.99,-0.20
22:47:43.708,0.00,4.99,4.99,-0.10
22:47:43.711,0.00,4.99,4.99,-0.30
22:47:43.715,0.00,4.98,4.98,-0.30
22:47:43.718,0.00,5.00,5.00,0.00
22:47:43.721,0.00,4.99,4.99,-0.20
22:47:43.725,0.00,4.99,4.99,-0.30
22:47:43.728,0.00,4.98,4.98,-0.20
22:47:43.732,0.00,4.98,4.98,-0.10
22:47:43.735,4.00,5.00,5.00,-0.40
22:47:43.738,0.00,4.98,4.98,-0.30
22:47:43.742,4.00,4.99,4.99,-0.40
22:47:43.745,0.00,4.99,4.99,-0.10
22:47:43.748,4.00,4.99,4.99,-0.40
22:47:43.752,0.00,4.99,4.99,-0.10
22:47:43.755,0.00,5.00,5.00,-0.50
22:47:43.759,0.00,5.00,5.00,-0.20
22:47:43.762,0.00,4.98,4.98,-0.30
22:47:43.765,0.00,4.99,4.99,-0.10
22:47:43.769,0.00,4.99,4.99,-0.10
22:47:43.772,0.00,4.99,4.99,-0.20
22:47:43.775,4.00,4.99,4.99,-0.50
22:47:43.779,0.00,4.99,4.99,-0.30
22:47:43.782,4.00,5.00,5.00,-0.50
22:47:43.786,0.00,4.98,4.98,-0.10
22:47:43.800,0.00,5.00,5.00,-0.10
22:47:43.804,0.00,4.99,4.99,0.10
